image_id,width,height,lesion_ratio,processed_canvas,processed_content_width,processed_content_height,processed_image_pixels,processed_lesion_pixels,processed_lesion_ratio,processed_lesion_percent,status,flags
000607,2592,1936,0.091207,512x512,512,382,262144,17836,0.06803894,6.8039,ok,
000608,3008,2000,0.075157,512x512,512,340,262144,13091,0.0499382,4.9938,ok,
000609,3008,2000,0.039315,512x512,512,340,262144,6868,0.02619934,2.6199,ok,
000610,3072,2304,0.169645,512x512,512,384,262144,33356,0.12724304,12.7243,ok,
000611,2781,2077,0.425973,512x512,512,382,262144,83291,0.31772995,31.773,ok,
000612,6642,4420,0.365329,512x512,512,341,262144,63748,0.24317932,24.3179,ok,
000613,959,638,0.58506,512x512,512,341,262144,102104,0.38949585,38.9496,ok,
000614,1024,768,0.163563,512x512,512,384,262144,32154,0.12265778,12.2658,ok,
000615,2304,1536,0.024977,512x512,512,341,262144,4355,0.01661301,1.6613,ok,
000616,3008,2000,0.041883,512x512,512,340,262144,7300,0.02784729,2.7847,ok,
000617,2048,1536,0.186543,512x512,512,384,262144,36567,0.13949203,13.9492,ok,
000618,4288,2848,0.35506,512x512,512,340,262144,61796,0.23573303,23.5733,ok,
000619,1024,768,0.787017,512x512,512,384,262144,154760,0.59036255,59.0363,ok,
000620,4288,2848,0.029616,512x512,512,340,262144,5144,0.0196228,1.9623,ok,
000621,640,480,0.777266,512x512,512,384,262144,152872,0.5831604,58.316,ok,
000622,640,480,0.167484,512x512,512,384,262144,32915,0.12556076,12.5561,ok,
000623,2592,1944,0.142002,512x512,512,384,262144,27944,0.1065979,10.6598,ok,
000624,4288,2848,0.345769,512x512,512,340,262144,60195,0.2296257,22.9626,ok,
000625,1024,768,0.212446,512x512,512,384,262144,41746,0.15924835,15.9248,ok,
000626,3008,2000,0.010993,512x512,512,340,262144,1928,0.00735474,0.7355,ok,
000627,1504,1129,0.239542,512x512,512,384,262144,47096,0.17965698,17.9657,ok,
000628,1022,767,0.227742,512x512,512,384,262144,44769,0.17078018,17.078,ok,
000629,3072,2304,0.885512,512x512,512,384,262144,174097,0.66412735,66.4127,ok,
000630,3024,2016,0.115537,512x512,512,341,262144,20172,0.07695007,7.695,ok,
000631,3008,2000,0.174461,512x512,512,340,262144,30358,0.11580658,11.5807,ok,
000632,1024,768,0.371379,512x512,512,384,262144,73036,0.27861023,27.861,ok,
000633,1024,768,0.021859,512x512,512,384,262144,4306,0.01642609,1.6426,ok,
000634,3024,2016,0.03361,512x512,512,341,262144,5868,0.02238464,2.2385,ok,
000635,6708,4439,0.276251,512x512,512,339,262144,47928,0.18283081,18.2831,ok,
000636,3008,2000,0.027478,512x512,512,340,262144,4772,0.01820374,1.8204,ok,
000637,640,480,0.196455,512x512,512,384,262144,38655,0.14745712,14.7457,ok,
000638,4288,2848,0.277852,512x512,512,340,262144,48372,0.18452454,18.4525,ok,
000639,6688,4459,0.197007,512x512,512,341,262144,34396,0.13121033,13.121,ok,
000640,3008,2000,0.020522,512x512,512,340,262144,3596,0.01371765,1.3718,ok,
000641,3072,2304,0.075548,512x512,512,384,262144,14848,0.05664062,5.6641,ok,
000642,1024,768,0.189031,512x512,512,384,262144,37166,0.14177704,14.1777,ok,
000643,1022,767,0.050322,512x512,512,384,262144,9950,0.03795624,3.7956,ok,
000644,4288,2848,0.357382,512x512,512,340,262144,62221,0.23735428,23.7354,ok,
000645,1022,767,0.371001,512x512,512,384,262144,72833,0.27783585,27.7836,ok,
000646,576,768,0.065536,512x512,384,512,262144,12888,0.04916382,4.9164,ok,
000647,4288,2848,0.054765,512x512,512,340,262144,9536,0.03637695,3.6377,ok,
000648,2048,1536,0.099335,512x512,512,384,262144,19472,0.07427979,7.428,ok,
000649,3072,2304,0.131372,512x512,512,384,262144,25829,0.09852982,9.853,ok,
000650,1321,1339,0.185653,512x512,505,512,262144,48011,0.18314743,18.3147,ok,
000651,3008,2000,0.077768,512x512,512,340,262144,13528,0.05160522,5.1605,ok,
000652,640,480,0.287025,512x512,512,384,262144,56451,0.21534348,21.5343,ok,
000653,3072,2304,0.179926,512x512,512,384,262144,35371,0.13492966,13.493,ok,
000654,3872,2592,0.06071,512x512,512,343,262144,10656,0.04064941,4.0649,ok,
000655,6681,4441,0.328626,512x512,512,340,262144,57232,0.21832275,21.8323,ok,
000656,1024,768,0.31323,512x512,512,384,262144,61602,0.23499298,23.4993,ok,
000657,1024,768,0.019339,512x512,512,384,262144,3774,0.01439667,1.4397,ok,
000658,3072,2304,0.091215,512x512,512,384,262144,17936,0.06842041,6.842,ok,
000659,6641,4440,0.39359,512x512,512,342,262144,68899,0.26282883,26.2829,ok,
000660,3072,2304,0.181263,512x512,512,384,262144,35602,0.13581085,13.5811,ok,
000661,4288,2848,0.014473,512x512,512,340,262144,2516,0.00959778,0.9598,ok,
000662,3072,2304,0.142909,512x512,512,384,262144,28100,0.10719299,10.7193,ok,
000663,4288,2848,0.042363,512x512,512,340,262144,7377,0.02814102,2.8141,ok,
000664,1024,768,0.042881,512x512,512,384,262144,8431,0.03216171,3.2162,ok,
000665,3024,2016,0.072403,512x512,512,341,262144,12635,0.0481987,4.8199,ok,
000666,3072,2304,0.158535,512x512,512,384,262144,31172,0.11891174,11.8912,ok,
000667,1024,768,0.012175,512x512,512,384,262144,2403,0.00916672,0.9167,ok,
000668,3008,2000,0.015117,512x512,512,340,262144,2644,0.01008606,1.0086,ok,
000669,4288,2848,0.071932,512x512,512,340,262144,12524,0.04777527,4.7775,ok,
000670,3024,2016,0.095254,512x512,512,341,262144,16645,0.06349564,6.3496,ok,
000671,6648,4439,0.298611,512x512,512,342,262144,52308,0.19953918,19.9539,ok,
000672,640,480,0.194596,512x512,512,384,262144,38310,0.14614105,14.6141,ok,
000673,3872,2592,0.069681,512x512,512,343,262144,12236,0.04667664,4.6677,ok,
000674,1024,768,0.722733,512x512,512,384,262144,142083,0.54200363,54.2004,ok,
000675,4288,2848,0.033971,512x512,512,340,262144,5927,0.02260971,2.261,ok,
000676,4288,2848,0.265825,512x512,512,340,262144,46274,0.1765213,17.6521,ok,
000677,640,480,0.478617,512x512,512,384,262144,94155,0.35917282,35.9173,ok,
000678,1024,768,0.208803,512x512,512,384,262144,41044,0.15657043,15.657,ok,
000679,1024,768,0.062584,512x512,512,384,262144,12325,0.04701614,4.7016,ok,
000680,919,802,0.216499,512x512,512,447,262144,49549,0.18901443,18.9014,ok,
000681,6682,4442,0.156477,512x512,512,340,262144,27239,0.10390854,10.3909,ok,
000682,4288,2848,0.101618,512x512,512,340,262144,17696,0.06750488,6.7505,ok,
000683,640,480,0.160426,512x512,512,384,262144,31563,0.12040329,12.0403,ok,
000684,3072,2304,0.180693,512x512,512,384,262144,35528,0.13552856,13.5529,ok,
000685,1024,768,0.694205,512x512,512,384,262144,136446,0.52050018,52.05,ok,
000686,4288,2848,0.038738,512x512,512,340,262144,6740,0.02571106,2.5711,ok,
000687,6628,4399,0.68614,512x512,512,340,262144,119404,0.45549011,45.549,ok,
000688,3072,2304,0.236762,512x512,512,384,262144,46540,0.17753601,17.7536,ok,
000689,1024,768,0.076277,512x512,512,384,262144,15013,0.05727005,5.727,ok,
000690,1024,768,0.068637,512x512,512,384,262144,13490,0.05146027,5.146,ok,
000691,767,576,0.14529,512x512,512,385,262144,28598,0.10909271,10.9093,ok,
000692,3008,2000,0.005795,512x512,512,340,262144,1005,0.00383377,0.3834,ok,
000693,6668,4439,0.542547,512x512,512,341,262144,94741,0.36140823,36.1408,ok,
000694,3008,2000,0.070869,512x512,512,340,262144,12344,0.04708862,4.7089,ok,
000695,4288,2848,0.041781,512x512,512,340,262144,7278,0.02776337,2.7763,ok,
000696,3072,2304,0.121671,512x512,512,384,262144,23924,0.09126282,9.1263,ok,
000697,3008,2000,0.01484,512x512,512,340,262144,2584,0.00985718,0.9857,ok,
000698,4288,2848,0.056149,512x512,512,340,262144,9777,0.0372963,3.7296,ok,
000699,4288,2848,0.129797,512x512,512,340,262144,22616,0.08627319,8.6273,ok,
000700,3008,2000,0.394652,512x512,512,340,262144,68693,0.262043,26.2043,ok,
000701,3072,2304,0.256614,512x512,512,384,262144,50456,0.19247437,19.2474,ok,
000702,1024,768,0.334291,512x512,512,384,262144,65715,0.25068283,25.0683,ok,
000703,3072,2304,0.194383,512x512,512,384,262144,38218,0.1457901,14.579,ok,
000704,1024,768,0.609717,512x512,512,384,262144,119910,0.45742035,45.742,ok,
000705,4288,2848,0.389426,512x512,512,340,262144,67786,0.25858307,25.8583,ok,
000706,640,480,0.116045,512x512,512,384,262144,22859,0.08720016,8.72,ok,
000707,6648,4419,0.584505,512x512,512,340,262144,101740,0.3881073,38.8107,ok,
000708,4288,2848,0.007145,512x512,512,340,262144,1244,0.00474548,0.4745,ok,
000709,3872,2592,0.028402,512x512,512,343,262144,4996,0.01905823,1.9058,ok,
000710,3024,2016,0.080358,512x512,512,341,262144,14031,0.05352402,5.3524,ok,
000711,3872,2592,0.126636,512x512,512,343,262144,22233,0.08481216,8.4812,ok,
000712,6642,4421,0.566934,512x512,512,341,262144,98967,0.37752914,37.7529,ok,
000713,962,674,0.632476,512x512,512,359,262144,116235,0.44340134,44.3401,ok,
000714,4288,2848,0.119,512x512,512,340,262144,20713,0.07901382,7.9014,ok,
000715,640,480,0.102728,512x512,512,384,262144,20198,0.07704926,7.7049,ok,
000716,6662,4440,0.577218,512x512,512,341,262144,100824,0.38461304,38.4613,ok,
000717,3872,2592,0.038688,512x512,512,343,262144,6812,0.02598572,2.5986,ok,
000718,640,480,0.035592,512x512,512,384,262144,6995,0.02668381,2.6684,ok,
000719,962,674,0.734094,512x512,512,359,262144,134861,0.51445389,51.4454,ok,
000720,6648,4419,0.03974,512x512,512,340,262144,6908,0.02635193,2.6352,ok,
000721,6668,4459,0.84828,512x512,512,342,262144,148438,0.56624603,56.6246,ok,
000722,6640,4420,0.076186,512x512,512,341,262144,13303,0.05074692,5.0747,ok,
000723,3072,2304,0.223469,512x512,512,384,262144,43924,0.16755676,16.7557,ok,
000724,640,480,0.543018,512x512,512,384,262144,106860,0.40763855,40.7639,ok,
000725,6681,4441,0.271608,512x512,512,340,262144,47279,0.18035507,18.0355,ok,
000726,1024,768,0.607441,512x512,512,384,262144,119430,0.45558929,45.5589,ok,
000727,6601,4382,0.376032,512x512,512,340,262144,65468,0.2497406,24.9741,ok,
000728,4288,2848,0.401488,512x512,512,340,262144,69900,0.26664734,26.6647,ok,
000729,3872,2592,0.16871,512x512,512,343,262144,29629,0.11302567,11.3026,ok,
000730,3072,2304,0.043001,512x512,512,384,262144,8456,0.03225708,3.2257,ok,
000731,4288,2848,0.029738,512x512,512,340,262144,5184,0.01977539,1.9775,ok,
000732,1504,1129,0.510051,512x512,512,384,262144,100274,0.38251495,38.2515,ok,
000733,6662,4422,0.250336,512x512,512,340,262144,43602,0.16632843,16.6328,ok,
000734,4288,2848,0.033765,512x512,512,340,262144,5894,0.02248383,2.2484,ok,
000735,640,480,0.10861,512x512,512,384,262144,21381,0.08156204,8.1562,ok,
000736,1024,768,0.354799,512x512,512,384,262144,69749,0.26607132,26.6071,ok,
000737,3072,2304,0.065645,512x512,512,384,262144,12908,0.04924011,4.924,ok,
000738,1504,1129,0.497326,512x512,512,384,262144,97780,0.3730011,37.3001,ok,
000739,1024,768,0.16099,512x512,512,384,262144,31634,0.12067413,12.0674,ok,
000740,4288,2848,0.047891,512x512,512,340,262144,8339,0.03181076,3.1811,ok,
000741,2048,1536,0.393989,512x512,512,384,262144,77465,0.29550552,29.5506,ok,
000742,2048,1536,0.44767,512x512,512,384,262144,88016,0.33575439,33.5754,ok,
000743,1024,768,0.956666,512x512,512,384,262144,188275,0.71821213,71.8212,review,almost_full_mask
000744,6648,4399,0.310369,512x512,512,339,262144,53864,0.20547485,20.5475,ok,
000745,1024,768,0.223596,512x512,512,384,262144,43959,0.16769028,16.769,ok,
000746,3072,2304,0.417563,512x512,512,384,262144,82124,0.3132782,31.3278,ok,
000747,3072,2304,0.090501,512x512,512,384,262144,17792,0.06787109,6.7871,ok,
000748,3008,2000,0.058563,512x512,512,340,262144,10196,0.03889465,3.8895,ok,
000749,3008,2000,0.007018,512x512,512,340,262144,1220,0.00465393,0.4654,ok,
000750,3872,2592,0.155151,512x512,512,343,262144,27242,0.10391998,10.392,ok,
000751,3872,2592,0.024633,512x512,512,343,262144,4323,0.01649094,1.6491,ok,
000752,6682,4441,0.218862,512x512,512,340,262144,38090,0.14530182,14.5302,ok,
000753,1024,768,0.672555,512x512,512,384,262144,132163,0.50416183,50.4162,ok,
000754,1024,768,0.834212,512x512,512,384,262144,164056,0.62582397,62.5824,ok,
000755,919,802,0.187119,512x512,512,447,262144,42832,0.16339111,16.3391,ok,
000756,3024,2016,0.046541,512x512,512,341,262144,8130,0.03101349,3.1013,ok,
000757,1024,768,0.844533,512x512,512,384,262144,166041,0.63339615,63.3396,ok,
000758,3008,2000,0.046405,512x512,512,340,262144,8072,0.03079224,3.0792,ok,
000759,4288,2848,0.483728,512x512,512,340,262144,84204,0.32121277,32.1213,ok,
000760,1024,768,0.413558,512x512,512,384,262144,81280,0.31005859,31.0059,ok,
000761,4288,2848,0.058375,512x512,512,340,262144,10164,0.03877258,3.8773,ok,
000762,3008,2000,0.03612,512x512,512,340,262144,6274,0.02393341,2.3933,ok,
000763,3872,2592,0.012841,512x512,512,343,262144,2259,0.0086174,0.8617,ok,
000764,640,480,0.10403,512x512,512,384,262144,20466,0.07807159,7.8072,ok,
000765,3072,2304,0.11624,512x512,512,384,262144,22856,0.08718872,8.7189,ok,
000766,3072,2304,0.214441,512x512,512,384,262144,42164,0.1608429,16.0843,ok,
000767,4288,2848,0.043464,512x512,512,340,262144,7560,0.02883911,2.8839,ok,
000768,6708,4459,0.278348,512x512,512,340,262144,48482,0.18494415,18.4944,ok,
000769,6688,4399,0.064324,512x512,512,337,262144,11084,0.0422821,4.2282,ok,
000770,3072,2304,0.139188,512x512,512,384,262144,27368,0.10440063,10.4401,ok,
000771,919,802,0.272253,512x512,512,447,262144,62302,0.23766327,23.7663,ok,
000772,6642,4422,0.138384,512x512,512,341,262144,24124,0.09202576,9.2026,ok,
000773,1024,768,0.140561,512x512,512,384,262144,27631,0.1054039,10.5404,ok,
000774,4288,2848,0.074918,512x512,512,340,262144,13030,0.04970551,4.9706,ok,
000775,6681,4422,0.871788,512x512,512,339,262144,151281,0.57709122,57.7091,ok,
000776,640,480,0.189587,512x512,512,384,262144,37318,0.14235687,14.2357,ok,
000777,3008,2000,0.05308,512x512,512,340,262144,9246,0.03527069,3.5271,ok,
000778,640,480,0.195501,512x512,512,384,262144,38468,0.14674377,14.6744,ok,
000779,1504,1129,0.617607,512x512,512,384,262144,121422,0.46318817,46.3188,ok,
000780,3072,2304,0.496121,512x512,512,384,262144,97517,0.37199783,37.1998,ok,
000781,3024,2016,0.106875,512x512,512,341,262144,18664,0.07119751,7.1198,ok,
000782,824,719,0.429087,512x512,512,447,262144,98175,0.3745079,37.4508,ok,
000783,4288,2848,0.364343,512x512,512,340,262144,63424,0.24194336,24.1943,ok,
000784,6668,4459,0.142083,512x512,512,342,262144,24924,0.09507751,9.5078,ok,
000785,3872,2592,0.16908,512x512,512,343,262144,29687,0.11324692,11.3247,ok,
000786,3008,2000,0.054406,512x512,512,340,262144,9470,0.03612518,3.6125,ok,
000787,3872,2592,0.03569,512x512,512,343,262144,6276,0.02394104,2.3941,ok,
000788,4288,2848,0.102982,512x512,512,340,262144,17928,0.06838989,6.839,ok,
000789,3008,2000,0.171137,512x512,512,340,262144,29803,0.11368942,11.3689,ok,
000790,6682,4441,0.727942,512x512,512,340,262144,126668,0.48320007,48.32,ok,
000791,640,480,0.225531,512x512,512,384,262144,44366,0.16924286,16.9243,ok,
000792,3072,2304,0.477244,512x512,512,384,262144,93827,0.3579216,35.7922,ok,
000793,1024,768,0.40206,512x512,512,384,262144,79048,0.30154419,30.1544,ok,
000794,1024,768,0.299296,512x512,512,384,262144,58826,0.22440338,22.4403,ok,
000795,6662,4441,0.316038,512x512,512,341,262144,55194,0.2105484,21.0548,ok,
000796,962,674,0.491494,512x512,512,359,262144,90351,0.34466171,34.4662,ok,
000797,3008,2000,0.041939,512x512,512,340,262144,7300,0.02784729,2.7847,ok,
000798,1024,768,0.206467,512x512,512,384,262144,40600,0.15487671,15.4877,ok,
000799,6641,4400,0.103754,512x512,512,339,262144,17984,0.06860352,6.8604,ok,
000800,3072,2304,0.235072,512x512,512,384,262144,46220,0.17631531,17.6315,ok,
000801,4288,2848,0.272551,512x512,512,340,262144,47451,0.1810112,18.1011,ok,
000802,1024,768,0.345451,512x512,512,384,262144,67919,0.25909042,25.909,ok,
000803,1024,768,0.087601,512x512,512,384,262144,17229,0.06572342,6.5723,ok,
000804,3072,2304,0.294676,512x512,512,384,262144,57943,0.221035,22.1035,ok,
000805,640,480,0.079834,512x512,512,384,262144,15727,0.05999374,5.9994,ok,
000806,4288,2848,0.103813,512x512,512,340,262144,18060,0.06889343,6.8893,ok,
000807,3008,2000,0.081983,512x512,512,340,262144,14276,0.05445862,5.4459,ok,
000808,767,576,0.394645,512x512,512,385,262144,77805,0.29680252,29.6803,ok,
000809,640,480,0.799157,512x512,512,384,262144,157188,0.59962463,59.9625,ok,
000810,963,629,0.333459,512x512,512,334,262144,57039,0.21758652,21.7587,ok,
000811,2592,1936,0.386035,512x512,512,382,262144,75444,0.28779602,28.7796,ok,
000812,1024,768,0.236219,512x512,512,384,262144,46440,0.17715454,17.7155,ok,
000813,6661,4421,0.205546,512x512,512,340,262144,35808,0.13659668,13.6597,ok,
000814,3008,2000,0.026933,512x512,512,340,262144,4671,0.01781845,1.7818,ok,
000815,3072,2304,0.104887,512x512,512,384,262144,20624,0.07867432,7.8674,ok,
000816,2592,1944,0.091419,512x512,512,384,262144,17984,0.06860352,6.8604,ok,
000817,3072,2304,0.265465,512x512,512,384,262144,52196,0.19911194,19.9112,ok,
000818,3008,2000,0.031817,512x512,512,340,262144,5548,0.02116394,2.1164,ok,
000819,1504,1129,0.655868,512x512,512,384,262144,129062,0.49233246,49.2332,ok,
000820,3008,2000,0.007752,512x512,512,340,262144,1348,0.00514221,0.5142,ok,
000821,4288,2848,0.046791,512x512,512,340,262144,8124,0.0309906,3.0991,ok,
000822,1504,1129,0.553388,512x512,512,384,262144,108790,0.41500092,41.5001,ok,
000823,4288,2848,0.042859,512x512,512,340,262144,7452,0.02842712,2.8427,ok,
000824,3008,2000,0.028974,512x512,512,340,262144,5046,0.01924896,1.9249,ok,
000825,3008,2000,0.035174,512x512,512,340,262144,6113,0.02331924,2.3319,ok,
000826,3008,2000,0.054111,512x512,512,340,262144,9412,0.03590393,3.5904,ok,
000827,6642,4401,0.170617,512x512,512,339,262144,29599,0.11291122,11.2911,ok,
000828,6668,4439,0.091875,512x512,512,341,262144,16063,0.06127548,6.1275,ok,
000829,6628,4419,0.566005,512x512,512,341,262144,98813,0.37694168,37.6942,ok,
000830,1022,767,0.343956,512x512,512,384,262144,67532,0.25761414,25.7614,ok,
000831,3072,2304,0.243434,512x512,512,384,262144,47864,0.18258667,18.2587,ok,
000832,4288,2848,0.014589,512x512,512,340,262144,2544,0.00970459,0.9705,ok,
000833,640,480,0.151188,512x512,512,384,262144,29741,0.11345291,11.3453,ok,
000834,3008,2000,0.086854,512x512,512,340,262144,15112,0.05764771,5.7648,ok,
000835,6648,4439,0.544047,512x512,512,342,262144,95276,0.3634491,36.3449,ok,
000836,1007,711,0.369728,512x512,512,362,262144,68508,0.26133728,26.1337,ok,
000837,3872,2592,0.040919,512x512,512,343,262144,7186,0.02741241,2.7412,ok,
000838,3008,2000,0.057312,512x512,512,340,262144,9984,0.03808594,3.8086,ok,
000839,6621,4420,0.174989,512x512,512,342,262144,30644,0.11689758,11.6898,ok,
000840,4288,2848,0.011026,512x512,512,340,262144,1915,0.00730515,0.7305,ok,
000841,1024,768,0.052746,512x512,512,384,262144,10377,0.03958511,3.9585,ok,
000842,4288,2848,0.083962,512x512,512,340,262144,14632,0.05581665,5.5817,ok,
000843,4288,2848,0.01003,512x512,512,340,262144,1732,0.00660706,0.6607,ok,
000844,1024,768,0.592969,512x512,512,384,262144,116588,0.44474792,44.4748,ok,
000845,4288,2848,0.04306,512x512,512,340,262144,7504,0.02862549,2.8625,ok,
000846,1028,753,0.19566,512x512,512,375,262144,37600,0.14343262,14.3433,ok,
000847,4288,2848,0.033636,512x512,512,340,262144,5853,0.02232742,2.2327,ok,
000848,1024,768,0.052993,512x512,512,384,262144,10422,0.03975677,3.9757,ok,
000849,4288,2848,0.28053,512x512,512,340,262144,48827,0.18626022,18.626,ok,
000850,1024,768,0.843076,512x512,512,384,262144,165783,0.63241196,63.2412,ok,
000851,4288,2848,0.189418,512x512,512,340,262144,32972,0.1257782,12.5778,ok,
000852,3024,2016,0.093772,512x512,512,341,262144,16380,0.06248474,6.2485,ok,
000853,919,802,0.186077,512x512,512,447,262144,42620,0.1625824,16.2582,ok,
000854,3024,2016,0.034158,512x512,512,341,262144,5963,0.02274704,2.2747,ok,
000855,1024,768,0.265705,512x512,512,384,262144,52223,0.19921494,19.9215,ok,
000856,4288,2848,0.217708,512x512,512,340,262144,37885,0.14451981,14.452,ok,
000857,3008,2000,0.023247,512x512,512,340,262144,4035,0.0153923,1.5392,ok,
000858,3008,2000,0.142581,512x512,512,340,262144,24808,0.09463501,9.4635,ok,
000859,1504,1129,0.533594,512x512,512,384,262144,104912,0.40020752,40.0208,ok,
000860,1024,768,0.13303,512x512,512,384,262144,26148,0.0997467,9.9747,ok,
000861,6688,4439,0.254815,512x512,512,340,262144,44360,0.16921997,16.922,ok,
000862,1024,768,0.060838,512x512,512,384,262144,11967,0.04565048,4.565,ok,
000863,576,768,0.098705,512x512,384,512,262144,19397,0.07399368,7.3994,ok,
000864,4288,2848,0.031169,512x512,512,340,262144,5424,0.02069092,2.0691,ok,
000865,3072,2304,0.331126,512x512,512,384,262144,65149,0.24852371,24.8524,ok,
000866,3008,2000,0.017013,512x512,512,340,262144,2958,0.01128387,1.1284,ok,
000867,2304,1536,0.08655,512x512,512,341,262144,15108,0.05763245,5.7632,ok,
000868,6620,4380,0.629747,512x512,512,339,262144,109314,0.41699982,41.7,ok,
000869,1502,1051,0.932471,512x512,512,358,262144,171121,0.65277481,65.2775,ok,
000870,2592,1944,0.203454,512x512,512,384,262144,40016,0.15264893,15.2649,ok,
000871,3072,2304,0.048357,512x512,512,384,262144,9509,0.03627396,3.6274,ok,
000872,1024,768,0.650633,512x512,512,384,262144,127944,0.48806763,48.8068,ok,
000873,3008,2000,0.015955,512x512,512,340,262144,2780,0.01060486,1.0605,ok,
000874,3024,2016,0.022448,512x512,512,341,262144,3910,0.01491547,1.4915,ok,
000875,640,480,0.547415,512x512,512,384,262144,107674,0.41074371,41.0744,ok,
000876,4288,2848,0.038203,512x512,512,340,262144,6659,0.02540207,2.5402,ok,
000877,3072,2304,0.17329,512x512,512,384,262144,34060,0.12992859,12.9929,ok,
000878,919,802,0.489074,512x512,512,447,262144,111902,0.42687225,42.6872,ok,
000879,3072,2304,0.132291,512x512,512,384,262144,26012,0.09922791,9.9228,ok,
000880,3008,2000,0.011673,512x512,512,340,262144,2048,0.0078125,0.7812,ok,
000881,3008,2000,0.042051,512x512,512,340,262144,7320,0.02792358,2.7924,ok,
000882,3008,2000,0.287093,512x512,512,340,262144,49983,0.19067001,19.067,ok,
000883,1011,713,0.239219,512x512,512,361,262144,44181,0.16853714,16.8537,ok,
000884,640,480,0.273841,512x512,512,384,262144,53893,0.20558548,20.5585,ok,
000885,3072,2304,0.352521,512x512,512,384,262144,69298,0.26435089,26.4351,ok,
000886,1024,768,0.17578,512x512,512,384,262144,34555,0.13181686,13.1817,ok,
000887,3872,2592,0.068936,512x512,512,343,262144,12108,0.04618835,4.6188,ok,
000888,3008,2000,0.017656,512x512,512,340,262144,3088,0.01177979,1.178,ok,
000889,3008,2000,0.167736,512x512,512,340,262144,29200,0.11138916,11.1389,ok,
000890,3072,2304,0.255091,512x512,512,384,262144,50156,0.19132996,19.133,ok,
000891,4288,2848,0.106573,512x512,512,340,262144,18520,0.07064819,7.0648,ok,
000892,767,576,0.232503,512x512,512,385,262144,45806,0.17473602,17.4736,ok,
000893,3072,2304,0.135404,512x512,512,384,262144,26624,0.1015625,10.1562,ok,
000894,4288,2848,0.063755,512x512,512,340,262144,11068,0.04222107,4.2221,ok,
000895,6600,4401,0.685513,512x512,512,341,262144,119678,0.45653534,45.6535,ok,
000896,1504,1129,0.257426,512x512,512,384,262144,50624,0.19311523,19.3115,ok,
000897,4288,2848,0.078501,512x512,512,340,262144,13672,0.05215454,5.2155,ok,
000898,1022,767,0.131021,512x512,512,384,262144,25743,0.09820175,9.8202,ok,
000899,6601,4401,0.713034,512x512,512,341,262144,124483,0.47486496,47.4865,ok,
000900,3072,2304,0.227135,512x512,512,384,262144,44655,0.17034531,17.0345,ok,
000901,919,802,0.232901,512x512,512,447,262144,53323,0.2034111,20.3411,ok,
000902,1504,1129,0.282054,512x512,512,384,262144,55455,0.21154404,21.1544,ok,
000903,3072,2304,0.292016,512x512,512,384,262144,57416,0.21902466,21.9025,ok,
000904,1024,768,0.500726,512x512,512,384,262144,98509,0.37578201,37.5782,ok,
000905,6688,4439,0.738279,512x512,512,340,262144,128519,0.49026108,49.0261,ok,
000906,3072,2304,0.654012,512x512,512,384,262144,128588,0.49052429,49.0524,ok,
000907,4288,2848,0.067805,512x512,512,340,262144,11797,0.04500198,4.5002,ok,
000908,3072,2304,0.490868,512x512,512,384,262144,96515,0.36817551,36.8176,ok,
000909,6642,4422,0.219726,512x512,512,341,262144,38356,0.14631653,14.6317,ok,
000910,6708,4439,0.381179,512x512,512,339,262144,66176,0.25244141,25.2441,ok,
000911,3072,2304,0.085052,512x512,512,384,262144,16724,0.063797,6.3797,ok,
000912,3008,2000,0.077975,512x512,512,340,262144,13560,0.05172729,5.1727,ok,
000913,2048,1536,0.220131,512x512,512,384,262144,43280,0.1651001,16.51,ok,
000914,1024,768,0.981918,512x512,512,384,262144,193292,0.73735046,73.735,review,almost_full_mask
000915,1474,1028,0.240202,512x512,512,357,262144,43900,0.16746521,16.7465,ok,
000916,640,480,0.161315,512x512,512,384,262144,31763,0.12116623,12.1166,ok,
000917,2048,1536,0.223793,512x512,512,384,262144,44000,0.16784668,16.7847,ok,
000918,1504,1129,0.433021,512x512,512,384,262144,85129,0.32474136,32.4741,ok,
000919,4288,2848,0.027688,512x512,512,340,262144,4816,0.01837158,1.8372,ok,
000920,1024,768,0.419122,512x512,512,384,262144,82426,0.31443024,31.443,ok,
000921,1024,768,0.318843,512x512,512,384,262144,62688,0.23913574,23.9136,ok,
000922,3008,2000,0.436372,512x512,512,340,262144,76077,0.29021072,29.0211,ok,
000923,2048,1536,0.518039,512x512,512,384,262144,101858,0.38855743,38.8557,ok,
000924,6648,4439,0.619364,512x512,512,342,262144,108477,0.41380692,41.3807,ok,
000925,640,480,0.152272,512x512,512,384,262144,29969,0.11432266,11.4323,ok,
000926,6608,4419,0.54859,512x512,512,342,262144,96080,0.36651611,36.6516,ok,
000927,2592,1944,0.195181,512x512,512,384,262144,38384,0.14642334,14.6423,ok,
000928,640,480,0.478063,512x512,512,384,262144,93975,0.35848618,35.8486,ok,
000929,640,480,0.569388,512x512,512,384,262144,111958,0.42708588,42.7086,ok,
000930,4288,2848,0.017521,512x512,512,340,262144,3060,0.01167297,1.1673,ok,
000931,6622,4421,0.25846,512x512,512,342,262144,45288,0.17276001,17.276,ok,
000932,3024,2016,0.074198,512x512,512,341,262144,12957,0.04942703,4.9427,ok,
000933,6668,4459,0.185846,512x512,512,342,262144,32575,0.12426376,12.4264,ok,
