image_id,pigment_network,negative_network,streaks,milia_like_cyst,globules,feature_count,status
000774,0,0,0,0,0,0,ok
000775,1,1,0,0,1,3,ok
000776,0,0,1,0,1,2,ok
000777,0,0,0,0,0,0,ok
000778,1,0,0,0,0,1,ok
000779,1,1,0,0,1,3,ok
000780,1,0,0,0,1,2,ok
000781,0,0,0,0,0,0,ok
000782,1,0,0,0,0,1,ok
000783,1,0,0,1,0,2,ok
000784,0,0,0,0,1,1,ok
000785,0,0,0,0,0,0,ok
000786,1,0,0,1,0,2,ok
000787,0,0,0,1,0,1,ok
000788,1,0,0,1,0,2,ok
000789,1,0,0,1,0,2,ok
000790,1,0,0,0,0,1,ok
000791,1,0,0,0,0,1,ok
000792,1,0,0,0,0,1,ok
000793,1,0,0,0,0,1,ok
000794,1,0,0,0,0,1,ok
000795,1,0,0,0,1,2,ok
000796,1,0,1,0,0,2,ok
000797,1,0,0,0,0,1,ok
000798,0,0,0,0,1,1,ok
000799,1,0,0,1,0,2,ok
000800,1,0,0,0,0,1,ok
000801,0,0,0,1,0,1,ok
000802,1,0,0,0,1,2,ok
000803,1,0,0,1,1,3,ok
000804,0,0,0,0,0,0,ok
000805,1,0,0,0,0,1,ok
000806,0,0,0,0,0,0,ok
000807,0,0,0,0,0,0,ok
000808,1,0,0,0,0,1,ok
000809,1,0,0,0,0,1,ok
000810,1,0,0,0,0,1,ok
000811,0,0,0,1,0,1,ok
000812,1,0,0,1,0,2,ok
000813,1,0,0,0,0,1,ok
000814,1,0,0,0,0,1,ok
000815,1,0,0,1,0,2,ok
000816,1,0,0,0,0,1,ok
000817,1,0,0,0,0,1,ok
000818,1,0,0,1,0,2,ok
000819,1,0,0,0,1,2,ok
000820,0,0,0,0,0,0,ok
000821,0,0,0,0,0,0,ok
000822,1,0,0,0,1,2,ok
000823,0,0,0,0,0,0,ok
000824,1,0,0,0,0,1,ok
000825,0,0,0,0,1,1,ok
000826,1,0,0,1,0,2,ok
000827,1,0,0,0,0,1,ok
000828,0,0,0,0,1,1,ok
000829,0,0,0,0,0,0,ok
000830,1,0,1,0,1,3,ok
000831,1,0,0,0,0,1,ok
000832,1,0,0,0,0,1,ok
000833,1,0,0,0,0,1,ok
000834,0,0,0,0,0,0,ok
000835,0,0,1,0,0,1,ok
000836,1,0,0,1,1,3,ok
000837,1,0,0,0,0,1,ok
000838,0,0,0,0,0,0,ok
000839,1,0,0,0,1,2,ok
000840,1,0,0,0,0,1,ok
000841,0,0,0,0,0,0,ok
000842,1,0,0,0,0,1,ok
000843,0,0,0,0,1,1,ok
000844,1,0,0,0,0,1,ok
000845,1,0,0,0,1,2,ok
000846,0,0,0,0,0,0,ok
000847,1,0,0,0,0,1,ok
000848,1,0,0,0,0,1,ok
000849,0,0,0,1,0,1,ok
000850,1,0,0,1,0,2,ok
000851,1,0,0,0,0,1,ok
000852,0,0,0,0,0,0,ok
000853,1,1,0,0,0,2,ok
000854,0,0,0,0,1,1,ok
000855,1,0,0,0,0,1,ok
000856,1,0,0,0,0,1,ok
000857,1,0,0,0,0,1,ok
000858,1,0,0,0,0,1,ok
000859,0,0,0,0,0,0,ok
000860,0,0,0,0,0,0,ok
000861,1,0,0,1,0,2,ok
000862,1,0,0,1,0,2,ok
000863,1,0,0,0,0,1,ok
000864,0,0,0,1,0,1,ok
000865,1,1,0,0,0,2,ok
000866,0,0,0,0,0,0,ok
000867,1,0,0,1,0,2,ok
000868,0,0,0,0,0,0,ok
000869,1,1,0,0,0,2,ok
000870,1,0,0,0,0,1,ok
000871,0,0,0,1,1,2,ok
000872,1,1,0,0,0,2,ok
000873,1,0,0,0,0,1,ok
000874,0,0,0,0,1,1,ok
000875,0,1,0,0,1,2,ok
000876,1,0,0,0,0,1,ok
000877,1,0,0,0,0,1,ok
000878,1,0,0,1,1,3,ok
000879,0,0,0,1,0,1,ok
000880,0,0,0,0,0,0,ok
000881,1,0,0,1,0,2,ok
000882,1,1,0,1,0,3,ok
000883,0,0,0,0,1,1,ok
000884,1,0,0,0,0,1,ok
000885,0,0,0,1,0,1,ok
000886,1,0,0,1,1,3,ok
000887,1,0,0,1,0,2,ok
000888,1,0,0,0,0,1,ok
000889,1,1,0,0,0,2,ok
000890,0,0,0,1,0,1,ok
000891,0,0,0,1,0,1,ok
000892,1,0,0,0,1,2,ok
000893,1,0,0,0,1,2,ok
000894,0,0,0,1,0,1,ok
000895,0,0,0,0,0,0,ok
000896,1,0,0,0,1,2,ok
000897,0,0,0,1,0,1,ok
000898,1,0,0,0,1,2,ok
000899,0,0,0,1,0,1,ok
000900,1,0,0,0,0,1,ok
000901,0,0,0,0,0,0,ok
000902,1,0,0,0,0,1,ok
000903,0,0,0,1,0,1,ok
000904,1,0,0,1,0,2,ok
000905,1,0,0,0,0,1,ok
000906,1,0,0,0,1,2,ok
000907,1,0,0,0,0,1,ok
000908,0,0,0,0,0,0,ok
000909,1,0,0,0,0,1,ok
000910,1,0,0,0,0,1,ok
000911,0,0,0,0,1,1,ok
000912,1,0,0,0,0,1,ok
000913,0,0,1,0,1,2,ok
000914,0,1,0,1,1,3,ok
000915,0,0,0,0,0,0,ok
000916,1,0,0,0,0,1,ok
000917,1,0,0,0,1,2,ok
000918,1,0,0,0,0,1,ok
000919,1,0,0,0,0,1,ok
000920,1,0,0,1,0,2,ok
000921,1,0,0,0,1,2,ok
000922,0,0,0,1,0,1,ok
000923,1,0,0,0,0,1,ok
000924,0,0,0,0,1,1,ok
000925,0,0,0,0,0,0,ok
000926,1,1,0,0,0,2,ok
000927,1,0,0,1,0,2,ok
000928,1,0,0,0,0,1,ok
000929,0,0,0,0,0,0,ok
000930,1,0,0,0,0,1,ok
000931,1,0,0,0,1,2,ok
000932,0,0,0,1,0,1,ok
000933,1,0,1,0,0,2,ok
000934,1,0,0,0,0,1,ok
000935,1,0,0,1,0,2,ok
000936,0,0,0,0,0,0,ok
000937,1,0,0,0,0,1,ok
000938,0,0,0,1,0,1,ok
000939,0,0,0,0,1,1,ok
000940,1,0,0,0,0,1,ok
000941,0,0,0,0,1,1,ok
000942,0,0,0,0,0,0,ok
000943,1,0,0,1,1,3,ok
000944,0,0,0,0,0,0,ok
000945,1,1,0,0,1,3,ok
000946,1,0,0,0,0,1,ok
000947,1,0,0,0,0,1,ok
000948,1,0,0,1,0,2,ok
000949,0,0,0,0,1,1,ok
000950,1,0,0,0,0,1,ok
000951,1,0,0,0,0,1,ok
000952,1,0,0,0,0,1,ok
000953,1,0,0,0,0,1,ok
000954,1,1,0,0,0,2,ok
000955,1,0,0,0,0,1,ok
000956,1,0,0,0,0,1,ok
000957,0,0,0,0,0,0,ok
000958,1,0,0,0,0,1,ok
000959,0,0,0,0,1,1,ok
000960,1,1,0,0,0,2,ok
000961,0,0,0,1,0,1,ok
000962,0,0,0,1,0,1,ok
000963,1,0,0,0,0,1,ok
000964,1,0,0,0,1,2,ok
000965,0,0,0,0,0,0,ok
000966,0,0,0,0,0,0,ok
000967,1,0,0,0,0,1,ok
000968,1,0,0,1,0,2,ok
000969,1,0,0,0,0,1,ok
000970,1,0,0,1,0,2,ok
000971,1,0,0,0,0,1,ok
000972,1,0,0,0,0,1,ok
000973,0,0,0,1,0,1,ok
000974,0,0,0,0,0,0,ok
000975,0,0,0,1,1,2,ok
000976,0,0,0,0,0,0,ok
000977,0,1,0,1,1,3,ok
000978,1,0,0,0,0,1,ok
000979,1,0,0,0,0,1,ok
000980,1,0,0,0,0,1,ok
000981,0,0,0,1,0,1,ok
000982,1,0,0,1,0,2,ok
000983,0,0,0,1,0,1,ok
000984,0,1,0,0,0,1,ok
000985,0,1,0,1,0,2,ok
000986,1,0,0,0,0,1,ok
000987,1,0,0,0,0,1,ok
000988,1,0,0,0,0,1,ok
000989,0,0,0,0,0,0,ok
000990,1,0,0,0,0,1,ok
000991,1,0,0,0,0,1,ok
000992,1,0,0,0,0,1,ok
000993,0,0,0,0,1,1,ok
000994,0,0,0,1,0,1,ok
000995,1,1,0,0,0,2,ok
000996,1,0,0,1,1,3,ok
000997,1,0,0,0,1,2,ok
000998,0,0,0,0,0,0,ok
000999,1,0,0,0,0,1,ok
001000,0,0,0,1,1,2,ok
001001,0,0,0,0,0,0,ok
001002,0,1,0,0,0,1,ok
001003,0,0,0,1,0,1,ok
001004,1,0,0,0,1,2,ok
001005,1,0,0,1,0,2,ok
001006,0,0,0,1,0,1,ok
001007,1,0,0,0,0,1,ok
001008,1,0,0,1,0,2,ok
001009,1,0,0,0,1,2,ok
001010,0,0,0,0,0,0,ok
001011,1,0,0,0,0,1,ok
001012,0,0,0,1,1,2,ok
001013,1,0,0,0,0,1,ok
001014,1,0,0,0,0,1,ok
001015,1,0,0,0,0,1,ok
001016,1,0,0,1,0,2,ok
001017,1,0,0,0,0,1,ok
001018,0,0,0,1,0,1,ok
001019,1,0,0,0,0,1,ok
001020,1,0,0,0,0,1,ok
001021,1,0,0,0,0,1,ok
001022,0,0,0,0,0,0,ok
001023,1,0,0,1,0,2,ok
001024,1,0,0,0,0,1,ok
001025,1,0,0,0,0,1,ok
001026,1,0,0,0,0,1,ok
001027,1,0,0,0,0,1,ok
001028,0,0,0,1,1,2,ok
001029,1,0,0,0,0,1,ok
001030,1,0,0,0,0,1,ok
001031,1,0,0,0,1,2,ok
001032,1,0,0,0,0,1,ok
001033,0,0,0,0,0,0,ok
001034,0,0,0,0,0,0,ok
001035,1,0,0,0,1,2,ok
001036,0,0,0,0,0,0,ok
001037,1,0,0,0,1,2,ok
001038,0,0,0,0,0,0,ok
001039,1,0,0,0,1,2,ok
001040,1,0,0,0,0,1,ok
001041,0,0,0,0,1,1,ok
001042,1,0,0,0,0,1,ok
001043,1,0,0,1,0,2,ok
001044,1,0,0,0,0,1,ok
001045,1,0,1,0,1,3,ok
001046,1,1,0,0,0,2,ok
001047,0,0,0,0,0,0,ok
001048,0,0,0,0,0,0,ok
001049,0,0,0,0,0,0,ok
001050,0,0,0,0,0,0,ok
001051,1,0,0,0,1,2,ok
001052,1,0,0,0,1,2,ok
001053,1,1,0,1,0,3,ok
001054,1,0,0,0,0,1,ok
001055,0,0,0,0,0,0,ok
001056,1,0,0,1,1,3,ok
001057,1,0,0,0,0,1,ok
001058,0,0,0,0,0,0,ok
001059,1,0,0,1,0,2,ok
001060,1,0,0,0,0,1,ok
001061,1,0,0,0,0,1,ok
001062,0,1,0,1,1,3,ok
001063,1,0,0,0,1,2,ok
001064,1,0,0,0,0,1,ok
001065,0,0,0,0,0,0,ok
001066,0,0,0,1,0,1,ok
001067,1,0,0,0,0,1,ok
001068,0,0,0,1,0,1,ok
001069,0,0,0,1,0,1,ok
001070,1,0,0,0,1,2,ok
001071,0,0,0,1,0,1,ok
001072,0,0,0,0,0,0,ok
001073,1,0,0,0,0,1,ok
001074,1,0,0,0,0,1,ok
001075,1,0,0,0,0,1,ok
001076,1,0,0,0,0,1,ok
001077,0,0,0,1,0,1,ok
001078,0,0,0,0,0,0,ok
001079,1,0,0,0,0,1,ok
001080,0,0,0,1,0,1,ok
001081,0,0,1,0,0,1,ok
001082,1,0,0,1,0,2,ok
001083,0,0,0,0,1,1,ok
001084,0,0,0,0,1,1,ok
001085,1,0,0,1,0,2,ok
001086,0,0,0,1,0,1,ok
001087,1,0,0,1,0,2,ok
001088,1,0,0,0,0,1,ok
001089,1,0,0,0,0,1,ok
001090,0,1,0,0,0,1,ok
001091,1,0,0,0,0,1,ok
001092,0,0,0,0,0,0,ok
001093,1,0,0,0,1,2,ok
001094,0,0,1,0,0,1,ok
001095,1,0,0,0,0,1,ok
001096,0,0,0,0,1,1,ok
001097,1,0,0,0,0,1,ok
001098,0,0,0,1,0,1,ok
001099,1,1,1,0,0,3,ok
001100,1,0,0,0,0,1,ok
001101,0,0,0,1,0,1,ok
001102,0,0,0,0,1,1,ok
001103,1,0,0,0,0,1,ok
001104,1,1,0,0,0,2,ok
001105,1,0,0,0,0,1,ok
001106,0,0,0,0,0,0,ok
001107,1,0,0,1,0,2,ok
001108,0,0,0,0,0,0,ok
001109,1,1,0,1,0,3,ok
001110,0,0,0,0,0,0,ok
001111,1,0,0,0,0,1,ok
001112,0,0,0,0,0,0,ok
001113,0,1,0,0,0,1,ok
001114,1,0,0,0,0,1,ok
001115,1,0,0,0,0,1,ok
001116,0,0,0,0,0,0,ok
001117,0,0,1,0,0,1,ok
001118,1,0,0,1,0,2,ok
001119,0,0,0,0,0,0,ok
001120,0,0,0,1,0,1,ok
001121,1,0,0,1,0,2,ok
001122,0,0,0,0,0,0,ok
001123,1,0,0,0,0,1,ok
001124,0,0,0,0,0,0,ok
001125,1,0,0,0,1,2,ok
001126,1,0,0,0,0,1,ok
001127,0,0,0,0,0,0,ok
001128,1,0,0,0,0,1,ok
001129,1,0,0,0,0,1,ok
001130,1,0,0,0,1,2,ok
001131,0,0,0,0,0,0,ok
001132,1,0,0,0,0,1,ok
001133,1,0,0,0,0,1,ok
001134,1,0,0,0,0,1,ok
001135,1,0,0,0,0,1,ok
001136,0,0,0,0,1,1,ok
001137,1,1,0,0,0,2,ok
001138,1,0,0,0,0,1,ok
001139,1,1,0,0,0,2,ok
001140,1,0,0,0,0,1,ok
001141,1,0,0,1,0,2,ok
001142,1,0,0,0,0,1,ok
001143,0,0,0,0,0,0,ok
001144,1,0,0,0,0,1,ok
001145,1,0,0,0,0,1,ok
001146,1,0,0,0,0,1,ok
001147,1,0,0,1,0,2,ok
001148,1,0,1,0,0,2,ok
001149,0,0,0,0,0,0,ok
001150,0,0,0,1,0,1,ok
001151,0,0,0,1,1,2,ok
001152,0,0,0,0,0,0,ok
001153,0,0,0,0,0,0,ok
001154,0,0,0,0,0,0,ok
001155,0,0,0,0,0,0,ok
001156,0,0,0,0,1,1,ok
001157,0,0,0,0,0,0,ok
001158,0,0,0,0,1,1,ok
001159,0,1,0,1,1,3,ok
001160,0,0,0,0,0,0,ok
001161,1,0,0,0,1,2,ok
001162,1,0,1,1,0,3,ok
001163,1,0,0,0,0,1,ok
001164,1,0,0,0,0,1,ok
001165,1,0,0,0,0,1,ok
001166,0,1,0,1,0,2,ok
001167,1,0,0,0,0,1,ok
001168,0,0,0,0,0,0,ok
001169,1,0,0,0,0,1,ok
001170,0,0,0,0,0,0,ok
001171,0,0,0,0,1,1,ok
001172,1,0,1,0,0,2,ok
001173,1,0,0,1,0,2,ok
001174,0,0,0,0,0,0,ok
001175,1,0,0,0,0,1,ok
001176,0,1,0,0,0,1,ok
001177,0,0,0,0,0,0,ok
001178,1,0,0,1,0,2,ok
001179,1,0,0,0,0,1,ok
001180,0,0,0,0,1,1,ok
001181,0,0,0,0,0,0,ok
001182,0,0,0,0,0,0,ok
001183,1,0,0,0,0,1,ok
001184,0,0,0,0,0,0,ok
001185,1,0,0,0,0,1,ok
001186,1,0,0,0,0,1,ok
001187,0,0,0,0,1,1,ok
001188,1,0,0,0,0,1,ok
001189,1,0,0,0,0,1,ok
001190,1,0,0,1,0,2,ok
001191,0,0,0,1,1,2,ok
001192,0,0,0,0,0,0,ok
001193,1,1,0,0,0,2,ok
001194,0,0,0,1,1,2,ok
001195,1,0,0,0,0,1,ok
001196,1,0,0,0,0,1,ok
001197,1,0,0,0,0,1,ok
001198,0,0,0,0,0,0,ok
001199,1,0,0,0,1,2,ok
001200,1,0,0,0,0,1,ok
001201,1,0,0,0,0,1,ok
001202,0,0,0,0,0,0,ok
001203,1,0,0,0,0,1,ok
001204,1,0,0,0,1,2,ok
001205,1,0,0,0,0,1,ok
001206,0,0,0,0,1,1,ok
001207,1,0,0,0,0,1,ok
001208,0,0,0,0,0,0,ok
001209,0,0,0,0,1,1,ok
001210,0,0,1,1,1,3,ok
001211,1,0,0,0,0,1,ok
001212,0,0,0,0,0,0,ok
001213,1,0,0,1,0,2,ok
001214,1,0,0,0,1,2,ok
001215,1,0,0,0,1,2,ok
001216,1,0,0,0,0,1,ok
001217,0,1,0,1,1,3,ok
001218,0,0,0,1,0,1,ok
001219,0,0,0,0,0,0,ok
001220,1,0,0,1,0,2,ok
001221,0,0,0,0,0,0,ok
001222,0,0,0,0,0,0,ok
001223,0,0,0,0,1,1,ok
001224,0,0,0,0,0,0,ok
001225,0,0,0,0,0,0,ok
001226,1,0,0,0,0,1,ok
001227,1,0,0,0,0,1,ok
001228,0,0,0,0,0,0,ok
001229,0,0,0,0,1,1,ok
001230,0,0,0,0,1,1,ok
001231,0,0,0,0,0,0,ok
001232,0,0,0,0,0,0,ok
001233,1,0,0,1,0,2,ok
001234,0,0,0,0,0,0,ok
001235,0,0,0,0,1,1,ok
001236,1,0,0,0,0,1,ok
001237,0,0,0,0,0,0,ok
001238,1,0,0,0,0,1,ok
001239,1,0,0,0,0,1,ok
001240,1,0,0,0,0,1,ok
001241,1,0,0,0,0,1,ok
001242,0,0,0,0,1,1,ok
001243,1,0,0,0,0,1,ok
001244,0,0,0,0,0,0,ok
001245,1,0,0,0,0,1,ok
001246,0,0,0,0,0,0,ok
001247,1,0,0,0,0,1,ok
001248,0,1,0,1,1,3,ok
001249,1,0,0,0,1,2,ok
001250,0,0,0,0,1,1,ok
001251,1,0,0,0,0,1,ok
001252,0,0,0,1,0,1,ok
001253,0,0,0,0,0,0,ok
001254,0,0,0,0,0,0,ok
001255,0,0,0,1,1,2,ok
001256,0,0,0,0,0,0,ok
001257,1,0,0,0,0,1,ok
001258,1,0,0,0,0,1,ok
001259,1,0,0,0,0,1,ok
001260,1,0,0,1,1,3,ok
001261,0,0,0,0,1,1,ok
001262,1,0,0,0,0,1,ok
001263,0,0,0,0,0,0,ok
001264,0,0,0,0,0,0,ok
001265,1,0,0,1,0,2,ok
001266,1,0,0,0,1,2,ok
001267,1,0,1,0,0,2,ok
001268,0,0,0,1,0,1,ok
001269,1,0,0,0,0,1,ok
001270,1,1,0,1,0,3,ok
001271,1,1,0,0,0,2,ok
001272,1,0,0,0,1,2,ok
001273,1,0,0,0,0,1,ok
001274,0,0,0,0,1,1,ok
001275,1,0,0,0,0,1,ok
001276,1,0,0,0,1,2,ok
001277,1,0,0,1,1,3,ok
001278,1,0,0,0,0,1,ok
001279,1,0,0,1,1,3,ok
001280,0,0,0,0,1,1,ok
001281,1,0,1,0,1,3,ok
001282,0,0,0,0,0,0,ok
001283,0,0,0,0,0,0,ok
001284,1,0,1,0,1,3,ok
001285,1,0,0,0,0,1,ok
001286,1,1,0,1,0,3,ok
001287,1,0,0,0,0,1,ok
001288,1,0,0,1,0,2,ok
001289,0,0,0,0,0,0,ok
001290,1,0,0,0,0,1,ok
001291,0,0,0,0,1,1,ok
001292,0,0,0,0,0,0,ok
001293,0,1,1,0,1,3,ok
001294,0,0,0,0,0,0,ok
001295,0,0,0,0,0,0,ok
001296,1,0,0,0,0,1,ok
001297,0,0,0,0,0,0,ok
001298,1,0,1,0,0,2,ok
001299,0,0,0,0,1,1,ok
001300,1,0,0,0,0,1,ok
001301,1,0,0,0,0,1,ok
001302,0,0,0,0,0,0,ok
001303,1,0,0,0,0,1,ok
001304,0,0,0,0,1,1,ok
001305,0,0,0,0,1,1,ok
001306,1,0,0,0,0,1,ok
001307,0,0,0,0,0,0,ok
001308,1,0,0,0,1,2,ok
001309,0,0,0,0,0,0,ok
001310,1,0,0,0,0,1,ok
001311,1,0,0,0,0,1,ok
001312,1,0,0,1,0,2,ok
001313,0,0,0,0,1,1,ok
001314,1,1,0,0,0,2,ok
001315,1,0,0,0,0,1,ok
001316,1,0,0,1,0,2,ok
001317,0,0,0,0,0,0,ok
001318,1,0,0,0,0,1,ok
001319,0,0,0,0,0,0,ok
001320,1,0,0,0,0,1,ok
001321,0,0,0,0,0,0,ok
001322,1,0,0,0,0,1,ok
001323,1,0,0,0,0,1,ok
001324,1,0,0,0,0,1,ok
001325,1,0,0,0,1,2,ok
001326,1,0,0,1,0,2,ok
001327,0,0,1,0,1,2,ok
001328,1,0,1,0,1,3,ok
001329,1,0,0,0,0,1,ok
001330,1,0,0,1,0,2,ok
001331,1,0,0,0,0,1,ok
001332,0,0,0,0,0,0,ok
001333,0,0,0,0,0,0,ok
001334,1,0,0,1,0,2,ok
001335,1,0,0,0,0,1,ok
001336,0,0,0,0,0,0,ok
001337,0,0,1,0,1,2,ok
001338,1,1,0,0,0,2,ok
001339,1,0,0,1,0,2,ok
001340,0,0,0,0,0,0,ok
001341,1,0,0,0,0,1,ok
001342,1,0,0,0,0,1,ok
001343,1,0,0,0,0,1,ok
001344,1,0,0,1,1,3,ok
001345,1,0,0,0,0,1,ok
001346,0,0,0,0,0,0,ok
001347,0,0,0,1,1,2,ok
001348,1,0,0,0,1,2,ok
001349,1,0,0,0,1,2,ok
001350,1,0,0,1,0,2,ok
001351,1,0,0,0,0,1,ok
001352,1,0,0,0,0,1,ok
001353,0,0,1,0,0,1,ok
001354,0,0,0,0,1,1,ok
001355,1,0,0,1,1,3,ok
001356,0,0,0,0,0,0,ok
001357,1,0,0,1,0,2,ok
001358,1,0,0,1,1,3,ok
001359,1,0,0,0,0,1,ok
001360,0,0,0,1,0,1,ok
001361,1,0,0,0,0,1,ok
001362,1,0,0,0,0,1,ok
001363,1,0,0,0,1,2,ok
001364,1,0,0,1,0,2,ok
001365,1,0,0,0,1,2,ok
001366,0,0,0,0,1,1,ok
001367,0,0,0,0,0,0,ok
001368,0,0,0,0,0,0,ok
001369,1,0,0,0,0,1,ok
001370,0,1,0,0,1,2,ok
001371,0,0,0,0,1,1,ok
001372,1,1,0,0,0,2,ok
001373,0,0,0,0,0,0,ok
001374,1,0,0,0,1,2,ok
001375,1,0,0,1,0,2,ok
001376,0,0,0,1,0,1,ok
001377,1,1,0,0,0,2,ok
001378,1,0,0,0,0,1,ok
001379,0,0,0,1,0,1,ok
001380,1,0,0,1,0,2,ok
001381,0,0,0,0,0,0,ok
001382,0,0,0,0,0,0,ok
001383,0,0,0,1,0,1,ok
001384,1,0,0,0,1,2,ok
001385,0,0,0,1,0,1,ok
001386,1,0,0,0,0,1,ok
001387,1,0,0,0,0,1,ok
001388,1,0,0,1,0,2,ok
001389,0,0,0,0,0,0,ok
001390,1,0,0,1,1,3,ok
001391,0,0,0,0,0,0,ok
001392,1,0,0,0,0,1,ok
001393,1,0,0,0,0,1,ok
001394,1,0,0,1,0,2,ok
001395,1,0,0,1,0,2,ok
001396,1,0,0,0,0,1,ok
001397,1,0,0,1,0,2,ok
001398,1,0,0,0,0,1,ok
001399,1,0,0,0,0,1,ok
001400,1,0,0,0,0,1,ok
001401,0,0,0,0,0,0,ok
001402,0,0,0,1,0,1,ok
001403,1,1,0,0,0,2,ok
001404,1,0,0,1,0,2,ok
001405,1,0,0,0,1,2,ok
001406,1,0,0,0,0,1,ok
001407,0,0,0,0,0,0,ok
001408,0,0,0,1,0,1,ok
001409,0,0,0,0,0,0,ok
001410,1,0,0,1,1,3,ok
001411,1,0,0,0,1,2,ok
001412,0,1,0,0,1,2,ok
001413,1,0,0,0,0,1,ok
001414,1,0,0,1,0,2,ok
001415,1,1,0,0,0,2,ok
001416,0,0,1,0,0,1,ok
001417,1,0,1,0,1,3,ok
001418,1,0,0,0,1,2,ok
001419,1,0,0,1,0,2,ok
001420,1,0,0,0,0,1,ok
001421,1,0,0,1,0,2,ok
001422,1,0,0,0,0,1,ok
001423,1,0,1,0,1,3,ok
001424,0,0,0,0,0,0,ok
001425,1,0,0,0,0,1,ok
001426,1,0,0,0,0,1,ok
001427,1,0,0,0,0,1,ok
001428,1,0,0,0,1,2,ok
001429,1,0,0,0,0,1,ok
001430,0,0,0,1,1,2,ok
001431,0,0,0,1,1,2,ok
001432,1,0,0,0,0,1,ok
001433,1,1,1,0,1,4,ok
001434,1,0,0,0,0,1,ok
001435,1,0,0,1,0,2,ok
001436,1,0,0,0,0,1,ok
001437,1,0,0,0,0,1,ok
001438,0,0,0,1,0,1,ok
001439,1,0,0,0,0,1,ok
001440,1,0,0,0,0,1,ok
001441,1,0,0,0,1,2,ok
001442,0,0,0,0,0,0,ok
001443,1,0,0,0,0,1,ok
001444,0,0,0,0,1,1,ok
001445,0,0,0,1,0,1,ok
001446,1,0,0,0,0,1,ok
001447,0,0,0,0,0,0,ok
001448,0,0,0,0,0,0,ok
001449,1,0,0,0,1,2,ok
001450,0,0,0,0,0,0,ok
001451,1,1,0,0,0,2,ok
001452,1,0,0,0,0,1,ok
001453,1,0,0,1,0,2,ok
001454,0,0,0,0,0,0,ok
001455,0,0,0,1,0,1,ok
001456,1,0,0,0,0,1,ok
001457,1,0,0,0,0,1,ok
001458,1,1,0,0,0,2,ok
001459,0,0,0,0,0,0,ok
001460,1,0,0,0,0,1,ok
001461,1,0,0,1,0,2,ok
001462,1,1,0,0,1,3,ok
001463,1,0,0,0,1,2,ok
001464,1,0,0,1,0,2,ok
001465,1,0,0,0,1,2,ok
001466,1,0,0,0,0,1,ok
001467,1,0,0,1,0,2,ok
001468,0,0,0,0,1,1,ok
001469,1,0,0,0,0,1,ok
001470,0,0,0,0,0,0,ok
001471,0,0,0,0,0,0,ok
001472,1,0,0,1,1,3,ok
001473,0,0,0,0,1,1,ok
001474,1,0,0,0,1,2,ok
001475,1,0,0,0,0,1,ok
001476,1,0,1,0,1,3,ok
001477,1,0,0,1,0,2,ok
001478,1,0,1,0,1,3,ok
001479,1,0,0,0,0,1,ok
001480,0,0,0,0,0,0,ok
001481,1,0,0,0,0,1,ok
001482,0,0,0,0,0,0,ok
001483,1,0,0,0,0,1,ok
001484,1,0,0,0,0,1,ok
001485,1,0,0,0,1,2,ok
001486,1,0,0,0,0,1,ok
001487,1,0,0,0,0,1,ok
001488,0,0,0,0,0,0,ok
001489,0,0,0,1,0,1,ok
001490,1,0,0,0,0,1,ok
001491,1,1,0,1,0,3,ok
001492,1,0,0,0,0,1,ok
001493,1,1,0,0,0,2,ok
001494,0,0,0,0,1,1,ok
001495,0,0,0,0,0,0,ok
001496,0,0,0,0,0,0,ok
001497,0,0,0,1,0,1,ok
001498,0,0,0,0,0,0,ok
001499,1,0,0,0,0,1,ok
001500,0,0,0,0,0,0,ok
001501,1,0,0,0,0,1,ok
001502,0,0,0,1,0,1,ok
001503,1,0,0,0,1,2,ok
001504,0,0,0,1,0,1,ok
001505,1,0,0,0,0,1,ok
001506,1,0,0,0,1,2,ok
001507,0,0,0,1,0,1,ok
001508,0,0,0,1,0,1,ok
001509,1,0,0,1,0,2,ok
001510,0,0,0,0,1,1,ok
001511,0,0,0,0,1,1,ok
001512,0,0,0,0,1,1,ok
001513,1,0,0,0,0,1,ok
001514,1,0,0,0,1,2,ok
001515,1,0,0,0,0,1,ok
001516,1,1,0,0,0,2,ok
001517,1,0,0,0,0,1,ok
001518,1,0,0,0,0,1,ok
001519,1,0,0,0,0,1,ok
001520,1,0,0,1,0,2,ok
001521,1,0,0,0,1,2,ok
001522,0,0,0,1,0,1,ok
001523,1,0,0,1,0,2,ok
001524,1,0,0,0,0,1,ok
001525,1,0,0,1,0,2,ok
001526,0,0,0,0,1,1,ok
001527,1,0,0,0,1,2,ok
001528,1,0,0,0,0,1,ok
001529,1,0,0,0,1,2,ok
001530,1,1,0,0,0,2,ok
001531,1,0,0,0,0,1,ok
001532,0,0,0,0,1,1,ok
001533,1,0,0,0,1,2,ok
001534,1,0,0,0,0,1,ok
001535,1,0,0,0,0,1,ok
001536,1,0,0,0,0,1,ok
001537,1,0,0,0,1,2,ok
001538,1,0,0,0,0,1,ok
001539,0,0,0,0,0,0,ok
001540,1,0,0,1,1,3,ok
001541,1,0,0,0,0,1,ok
001542,0,0,0,0,0,0,ok
001543,1,0,0,0,0,1,ok
001544,1,0,0,0,0,1,ok
001545,1,0,0,1,0,2,ok
001546,0,0,0,0,1,1,ok
001547,0,0,0,0,1,1,ok
001548,0,0,0,0,1,1,ok
