image_id,width,height,processed_canvas,processed_content_width,processed_content_height,processed_image_pixels,processed_lesion_pixels,processed_lesion_ratio,processed_lesion_percent,pigment_network_present,pigment_network_ratio,negative_network_present,negative_network_ratio,streaks_present,streaks_ratio,milia_like_cyst_present,milia_like_cyst_ratio,globules_present,globules_ratio,status,flags
000611,2781,2077,256x256,256,191,65536,20833,0.31788635,31.7886,1,0.02788646,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000612,6642,4420,256x256,256,170,65536,15880,0.24230957,24.231,1,0.1099478,0,0.0,0,0.0,1,0.0079751,0,0.0,ok,
000613,959,638,256x256,256,170,65536,25455,0.38841248,38.8412,1,0.48312636,0,0.0,0,0.0,1,0.00276379,0,0.0,ok,
000614,1024,768,256x256,256,192,65536,8037,0.12263489,12.2635,0,0.0,1,0.02941895,0,0.0,0,0.0,0,0.0,ok,
000615,2304,1536,256x256,256,171,65536,1089,0.01661682,1.6617,1,0.01945552,0,0.0,0,0.0,0,0.0,1,0.00928582,ok,
000616,3008,2000,256x256,256,170,65536,1824,0.02783203,2.7832,1,0.01043334,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000617,2048,1536,256x256,256,192,65536,9190,0.14022827,14.0228,1,0.15231546,0,0.0,0,0.0,0,0.0,1,0.04328601,ok,
000618,4288,2848,256x256,256,170,65536,15436,0.23553467,23.5535,1,0.04596591,0,0.0,0,0.0,1,0.01424523,0,0.0,ok,
000619,1024,768,256x256,256,192,65536,38701,0.5905304,59.053,1,0.01062266,1,0.07685471,0,0.0,0,0.0,0,0.0,ok,
000620,4288,2848,256x256,256,170,65536,1292,0.01971436,1.9714,1,0.00938052,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000621,640,480,256x256,256,192,65536,38208,0.58300781,58.3008,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000622,640,480,256x256,256,192,65536,8226,0.1255188,12.5519,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000623,2592,1944,256x256,256,192,65536,6971,0.10636902,10.6369,1,0.08029871,0,0.0,0,0.0,0,0.0,1,0.01614635,ok,
000624,4288,2848,256x256,256,170,65536,15052,0.22967529,22.9675,1,0.03963267,0,0.0,0,0.0,1,0.01265765,0,0.0,ok,
000625,1024,768,256x256,256,192,65536,10451,0.1594696,15.947,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000626,3008,2000,256x256,256,170,65536,476,0.00726318,0.7263,1,0.00663115,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000627,1504,1129,256x256,256,192,65536,11776,0.1796875,17.9688,1,0.06861596,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000628,1022,767,256x256,256,192,65536,11184,0.1706543,17.0654,1,0.10199598,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000629,3072,2304,256x256,256,192,65536,43517,0.66401672,66.4017,1,0.08723803,0,0.0,0,0.0,1,0.01742469,0,0.0,ok,
000630,3024,2016,256x256,256,171,65536,5053,0.07710266,7.7103,1,0.01162,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000631,3008,2000,256x256,256,170,65536,7589,0.11579895,11.5799,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000632,1024,768,256x256,256,192,65536,18271,0.27879333,27.8793,0,0.0,0,0.0,0,0.0,1,0.0181605,0,0.0,ok,
000633,1024,768,256x256,256,192,65536,1070,0.0163269,1.6327,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00428391,ok,
000634,3024,2016,256x256,256,171,65536,1469,0.02241516,2.2415,0,0.0,0,0.0,0,0.0,1,0.00349322,0,0.0,ok,
000635,6708,4439,256x256,256,169,65536,11953,0.18238831,18.2388,1,0.14995779,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000636,3008,2000,256x256,256,170,65536,1196,0.01824951,1.825,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00968634,ok,
000637,640,480,256x256,256,192,65536,9659,0.14738464,14.7385,1,0.01734375,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000638,4288,2848,256x256,256,170,65536,12100,0.18463135,18.4631,1,0.01639587,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000639,6688,4459,256x256,256,171,65536,8630,0.13168335,13.1683,0,0.0,0,0.0,0,0.0,1,0.00119989,0,0.0,ok,
000640,3008,2000,256x256,256,170,65536,890,0.01358032,1.358,1,0.01394963,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000641,3072,2304,256x256,256,192,65536,3720,0.0567627,5.6763,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00761965,ok,
000642,1024,768,256x256,256,192,65536,9289,0.14173889,14.1739,0,0.0,1,0.03622564,0,0.0,0,0.0,0,0.0,ok,
000643,1022,767,256x256,256,192,65536,2470,0.03768921,3.7689,1,0.00460916,0,0.0,0,0.0,1,0.00206666,1,0.01471538,ok,
000644,4288,2848,256x256,256,170,65536,15538,0.23709106,23.7091,0,0.0,0,0.0,1,0.00687909,0,0.0,1,0.01306183,ok,
000645,1022,767,256x256,256,192,65536,18207,0.27781677,27.7817,1,0.1136152,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000646,576,768,256x256,192,256,65536,3220,0.0491333,4.9133,1,0.05415627,0,0.0,0,0.0,0,0.0,1,0.01053422,ok,
000647,4288,2848,256x256,256,170,65536,2380,0.03631592,3.6316,1,0.01298994,0,0.0,0,0.0,1,0.00116703,1,0.02686718,ok,
000648,2048,1536,256x256,256,192,65536,4891,0.07463074,7.4631,1,0.0572993,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000649,3072,2304,256x256,256,192,65536,6462,0.09860229,9.8602,0,0.0,1,0.0541088,0,0.0,0,0.0,1,0.01893743,ok,
000650,1321,1339,256x256,253,256,65536,12024,0.18347168,18.3472,1,0.06301775,0,0.0,0,0.0,0,0.0,1,0.00540021,ok,
000651,3008,2000,256x256,256,170,65536,3388,0.05169678,5.1697,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000652,640,480,256x256,256,192,65536,14115,0.21537781,21.5378,1,0.13761393,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000653,3072,2304,256x256,256,192,65536,8840,0.1348877,13.4888,1,0.01084603,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000654,3872,2592,256x256,256,171,65536,2662,0.0406189,4.0619,0,0.0,0,0.0,0,0.0,1,0.00694076,0,0.0,ok,
000655,6681,4441,256x256,256,170,65536,14305,0.21827698,21.8277,1,0.0106043,1,0.00990633,0,0.0,1,0.00478303,0,0.0,ok,
000656,1024,768,256x256,256,192,65536,15385,0.23475647,23.4756,0,0.0,1,0.0250295,0,0.0,1,0.00107066,0,0.0,ok,
000657,1024,768,256x256,256,192,65536,958,0.01461792,1.4618,1,0.00340398,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000658,3072,2304,256x256,256,192,65536,4490,0.06851196,6.8512,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00885363,ok,
000659,6641,4440,256x256,256,171,65536,17246,0.26315308,26.3153,1,0.06515036,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000660,3072,2304,256x256,256,192,65536,8925,0.13618469,13.6185,1,0.0953899,0,0.0,0,0.0,0,0.0,1,0.01708787,ok,
000661,4288,2848,256x256,256,170,65536,626,0.009552,0.9552,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000662,3072,2304,256x256,256,192,65536,7024,0.10717773,10.7178,0,0.0,0,0.0,0,0.0,1,0.00310361,0,0.0,ok,
000663,4288,2848,256x256,256,170,65536,1847,0.02818298,2.8183,1,0.02019796,0,0.0,0,0.0,1,0.00367247,0,0.0,ok,
000664,1024,768,256x256,256,192,65536,2107,0.03215027,3.215,0,0.0,0,0.0,1,0.00494385,0,0.0,1,0.00550079,ok,
000665,3024,2016,256x256,256,171,65536,3170,0.04837036,4.837,1,0.05744241,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000666,3072,2304,256x256,256,192,65536,7793,0.11891174,11.8912,0,0.0,0,0.0,0,0.0,1,0.00654404,0,0.0,ok,
000667,1024,768,256x256,256,192,65536,597,0.0091095,0.9109,0,0.0,0,0.0,1,0.00610224,0,0.0,0,0.0,ok,
000668,3008,2000,256x256,256,170,65536,662,0.01010132,1.0101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000669,4288,2848,256x256,256,170,65536,3129,0.04774475,4.7745,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000670,3024,2016,256x256,256,171,65536,4170,0.06362915,6.3629,1,0.02055694,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000671,6648,4439,256x256,256,171,65536,13092,0.19976807,19.9768,1,0.00463629,1,0.02261272,0,0.0,1,0.00317975,1,0.00708762,ok,
000672,640,480,256x256,256,192,65536,9584,0.14624023,14.624,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000673,3872,2592,256x256,256,171,65536,3052,0.04656982,4.657,1,0.00623422,0,0.0,0,0.0,1,0.0127526,1,0.00260556,ok,
000674,1024,768,256x256,256,192,65536,35526,0.54208374,54.2084,0,0.0,0,0.0,0,0.0,1,0.03524144,0,0.0,ok,
000675,4288,2848,256x256,256,170,65536,1480,0.02258301,2.2583,1,0.00241332,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000676,4288,2848,256x256,256,170,65536,11574,0.17660522,17.6605,0,0.0,0,0.0,0,0.0,1,0.01602321,0,0.0,ok,
000677,640,480,256x256,256,192,65536,23533,0.35908508,35.9085,1,0.01968099,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000678,1024,768,256x256,256,192,65536,10264,0.15661621,15.6616,1,0.0254453,1,0.00566228,0,0.0,0,0.0,0,0.0,ok,
000679,1024,768,256x256,256,192,65536,3083,0.04704285,4.7043,1,0.00933456,0,0.0,0,0.0,1,0.00123469,1,0.00617472,ok,
000680,919,802,256x256,256,223,65536,12354,0.18850708,18.8507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000681,6682,4442,256x256,256,170,65536,6799,0.10374451,10.3745,1,0.05574554,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000682,4288,2848,256x256,256,170,65536,4420,0.06744385,6.7444,1,0.01155719,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000683,640,480,256x256,256,192,65536,7897,0.12049866,12.0499,1,0.10180664,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000684,3072,2304,256x256,256,192,65536,8874,0.13540649,13.5406,1,0.0129663,0,0.0,1,0.02003394,0,0.0,0,0.0,ok,
000685,1024,768,256x256,256,192,65536,34037,0.5193634,51.9363,1,0.27256902,0,0.0,0,0.0,0,0.0,1,0.0265096,ok,
000686,4288,2848,256x256,256,170,65536,1683,0.02568054,2.5681,1,0.01990227,0,0.0,0,0.0,1,0.00218347,0,0.0,ok,
000687,6628,4399,256x256,256,170,65536,29854,0.45553589,45.5536,1,0.29277636,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000688,3072,2304,256x256,256,192,65536,11640,0.1776123,17.7612,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000689,1024,768,256x256,256,192,65536,3753,0.05726624,5.7266,0,0.0,0,0.0,0,0.0,1,0.00107574,0,0.0,ok,
000690,1024,768,256x256,256,192,65536,3381,0.05158997,5.159,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0278422,ok,
000691,767,576,256x256,256,192,65536,7167,0.10935974,10.936,1,0.10683761,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000692,3008,2000,256x256,256,170,65536,255,0.00389099,0.3891,0,0.0,0,0.0,0,0.0,1,0.00152311,0,0.0,ok,
000693,6668,4439,256x256,256,170,65536,23631,0.36058044,36.058,1,0.304593,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000694,3008,2000,256x256,256,170,65536,3094,0.04721069,4.7211,1,0.01951928,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000695,4288,2848,256x256,256,170,65536,1818,0.02774048,2.774,1,0.00133931,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000696,3072,2304,256x256,256,192,65536,5976,0.09118652,9.1187,1,0.00690361,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000697,3008,2000,256x256,256,170,65536,652,0.00994873,0.9949,1,0.0138735,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000698,4288,2848,256x256,256,170,65536,2446,0.037323,3.7323,1,0.01896051,1,0.00946724,0,0.0,0,0.0,0,0.0,ok,
000699,4288,2848,256x256,256,170,65536,5656,0.08630371,8.6304,1,0.03147756,0,0.0,0,0.0,1,0.0062905,0,0.0,ok,
000700,3008,2000,256x256,256,170,65536,17175,0.2620697,26.207,0,0.0,0,0.0,0,0.0,1,0.01025881,0,0.0,ok,
000701,3072,2304,256x256,256,192,65536,12612,0.19244385,19.2444,1,0.08256234,1,0.01515989,0,0.0,0,0.0,0,0.0,ok,
000702,1024,768,256x256,256,192,65536,16432,0.25073242,25.0732,0,0.0,0,0.0,0,0.0,1,0.00126139,0,0.0,ok,
000703,3072,2304,256x256,256,192,65536,9554,0.14578247,14.5782,1,0.08831462,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000704,1024,768,256x256,256,192,65536,29948,0.45697021,45.697,1,0.10968653,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000705,4288,2848,256x256,256,170,65536,16959,0.2587738,25.8774,1,0.02352626,0,0.0,0,0.0,1,0.01078288,0,0.0,ok,
000706,640,480,256x256,256,192,65536,5711,0.08714294,8.7143,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09355469,ok,
000707,6648,4419,256x256,256,170,65536,25424,0.38793945,38.7939,1,0.46036421,0,0.0,0,0.0,1,0.01095515,0,0.0,ok,
000708,4288,2848,256x256,256,170,65536,314,0.00479126,0.4791,1,0.00863651,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000709,3872,2592,256x256,256,171,65536,1239,0.01890564,1.8906,1,0.00961627,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000710,3024,2016,256x256,256,171,65536,3522,0.05374146,5.3741,1,0.00821356,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000711,3872,2592,256x256,256,171,65536,5554,0.08474731,8.4747,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000712,6642,4421,256x256,256,170,65536,24697,0.37684631,37.6846,1,0.12199444,0,0.0,0,0.0,1,0.00125911,0,0.0,ok,
000713,962,674,256x256,256,179,65536,28972,0.44207764,44.2078,1,0.03829806,0,0.0,0,0.0,1,0.00406701,1,0.04937476,ok,
000714,4288,2848,256x256,256,170,65536,5182,0.07907104,7.9071,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000715,640,480,256x256,256,192,65536,5047,0.07701111,7.7011,1,0.07598958,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000716,6662,4440,256x256,256,171,65536,25286,0.38583374,38.5834,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000717,3872,2592,256x256,256,171,65536,1708,0.02606201,2.6062,1,0.00447808,0,0.0,0,0.0,1,0.00399164,0,0.0,ok,
000718,640,480,256x256,256,192,65536,1744,0.02661133,2.6611,1,0.03065104,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000719,962,674,256x256,256,179,65536,33608,0.51281738,51.2817,1,0.44647032,0,0.0,0,0.0,0,0.0,1,0.00235353,ok,
000720,6648,4419,256x256,256,170,65536,1732,0.02642822,2.6428,1,0.03340845,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000721,6668,4459,256x256,256,171,65536,37235,0.56816101,56.8161,1,0.18675836,1,0.0669594,0,0.0,0,0.0,0,0.0,ok,
000722,6640,4420,256x256,256,170,65536,3332,0.05084229,5.0842,1,0.03140806,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000723,3072,2304,256x256,256,192,65536,10981,0.16755676,16.7557,1,0.00477685,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000724,640,480,256x256,256,192,65536,26704,0.4074707,40.7471,1,0.08798828,0,0.0,0,0.0,0,0.0,1,0.01205729,ok,
000725,6681,4441,256x256,256,170,65536,11821,0.18037415,18.0374,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000726,1024,768,256x256,256,192,65536,29857,0.45558167,45.5582,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03552628,ok,
000727,6601,4382,256x256,256,170,65536,16356,0.24957275,24.9573,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1545619,ok,
000728,4288,2848,256x256,256,170,65536,17480,0.26672363,26.6724,1,0.03168587,0,0.0,0,0.0,1,0.00223702,0,0.0,ok,
000729,3872,2592,256x256,256,171,65536,7391,0.11277771,11.2778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000730,3072,2304,256x256,256,192,65536,2115,0.03227234,3.2272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000731,4288,2848,256x256,256,170,65536,1298,0.01980591,1.9806,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000732,1504,1129,256x256,256,192,65536,25077,0.38264465,38.2645,1,0.27346621,0,0.0,0,0.0,0,0.0,1,0.0114781,ok,
000733,6662,4422,256x256,256,170,65536,10893,0.16621399,16.6214,1,0.073434,0,0.0,0,0.0,0,0.0,1,0.03921999,ok,
000734,4288,2848,256x256,256,170,65536,1455,0.02220154,2.2202,0,0.0,0,0.0,0,0.0,1,0.00488887,0,0.0,ok,
000735,640,480,256x256,256,192,65536,5343,0.08152771,8.1528,1,0.08313151,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000736,1024,768,256x256,256,192,65536,17442,0.2661438,26.6144,1,0.09900157,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000737,3072,2304,256x256,256,192,65536,3227,0.04924011,4.924,1,0.01236979,0,0.0,0,0.0,0,0.0,1,0.01585402,ok,
000738,1504,1129,256x256,256,192,65536,24452,0.37310791,37.3108,1,0.14989729,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000739,1024,768,256x256,256,192,65536,7923,0.12089539,12.0895,0,0.0,1,0.00631332,0,0.0,0,0.0,0,0.0,ok,
000740,4288,2848,256x256,256,170,65536,2081,0.03175354,3.1754,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00937741,ok,
000741,2048,1536,256x256,256,192,65536,19366,0.29550171,29.5502,1,0.35118198,0,0.0,1,0.00871277,0,0.0,1,0.01978683,ok,
000742,2048,1536,256x256,256,192,65536,22007,0.33580017,33.58,1,0.11066087,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000743,1024,768,256x256,256,192,65536,47107,0.71879578,71.8796,1,0.01114909,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000744,6648,4399,256x256,256,169,65536,13436,0.20501709,20.5017,1,0.18347475,0,0.0,0,0.0,1,0.00686087,1,0.02746477,ok,
000745,1024,768,256x256,256,192,65536,10993,0.16773987,16.774,0,0.0,0,0.0,0,0.0,0,0.0,1,0.12079112,ok,
000746,3072,2304,256x256,256,192,65536,20505,0.31288147,31.2881,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000747,3072,2304,256x256,256,192,65536,4454,0.06796265,6.7963,0,0.0,0,0.0,0,0.0,1,0.0012686,0,0.0,ok,
000748,3008,2000,256x256,256,170,65536,2554,0.03897095,3.8971,0,0.0,0,0.0,0,0.0,1,0.01036669,0,0.0,ok,
000749,3008,2000,256x256,256,170,65536,310,0.00473022,0.473,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000750,3872,2592,256x256,256,171,65536,6782,0.10348511,10.3485,1,0.0205652,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000751,3872,2592,256x256,256,171,65536,1084,0.01654053,1.6541,0,0.0,0,0.0,0,0.0,1,0.00184731,0,0.0,ok,
000752,6682,4441,256x256,256,170,65536,9544,0.14562988,14.563,1,0.02823753,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000753,1024,768,256x256,256,192,65536,33041,0.50416565,50.4166,1,0.54689407,0,0.0,0,0.0,1,0.00138474,0,0.0,ok,
000754,1024,768,256x256,256,192,65536,41041,0.62623596,62.6236,1,0.28687795,0,0.0,0,0.0,1,0.01907349,1,0.01125971,ok,
000755,919,802,256x256,256,223,65536,10690,0.16311646,16.3116,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000756,3024,2016,256x256,256,171,65536,2041,0.03114319,3.1143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000757,1024,768,256x256,256,192,65536,41509,0.63337708,63.3377,1,0.04981105,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000758,3008,2000,256x256,256,170,65536,2024,0.03088379,3.0884,1,0.01198438,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000759,4288,2848,256x256,256,170,65536,21067,0.32145691,32.1457,0,0.0,0,0.0,0,0.0,1,0.00334681,0,0.0,ok,
000760,1024,768,256x256,256,192,65536,20330,0.31021118,31.0211,0,0.0,1,0.02835973,0,0.0,1,0.01443481,1,0.02261734,ok,
000761,4288,2848,256x256,256,170,65536,2544,0.03881836,3.8818,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000762,3008,2000,256x256,256,170,65536,1560,0.02380371,2.3804,1,0.00933029,1,0.00121443,0,0.0,0,0.0,0,0.0,ok,
000763,3872,2592,256x256,256,171,65536,566,0.00863647,0.8636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000764,640,480,256x256,256,192,65536,5120,0.078125,7.8125,1,0.05442057,0,0.0,0,0.0,0,0.0,1,0.03274089,ok,
000765,3072,2304,256x256,256,192,65536,5717,0.0872345,8.7234,1,0.00330777,1,0.00389989,0,0.0,0,0.0,0,0.0,ok,
000766,3072,2304,256x256,256,192,65536,10545,0.16090393,16.0904,1,0.12154035,0,0.0,0,0.0,1,0.00107899,0,0.0,ok,
000767,4288,2848,256x256,256,170,65536,1906,0.02908325,2.9083,0,0.0,0,0.0,0,0.0,1,0.00437955,0,0.0,ok,
000768,6708,4459,256x256,256,170,65536,12121,0.18495178,18.4952,1,0.02541883,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000769,6688,4399,256x256,256,168,65536,2766,0.04220581,4.2206,1,0.04251031,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000770,3072,2304,256x256,256,192,65536,6842,0.10440063,10.4401,1,0.04040965,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000771,919,802,256x256,256,223,65536,15529,0.23695374,23.6954,0,0.0,0,0.0,1,0.00297678,0,0.0,1,0.00480844,ok,
000772,6642,4422,256x256,256,170,65536,6028,0.09197998,9.198,1,0.05842091,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000773,1024,768,256x256,256,192,65536,6901,0.1053009,10.5301,1,0.00490316,0,0.0,0,0.0,1,0.01111348,1,0.04055786,ok,
000774,4288,2848,256x256,256,170,65536,3260,0.04974365,4.9744,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000775,6681,4422,256x256,256,169,65536,37726,0.57565308,57.5653,1,0.07550469,1,0.03135592,0,0.0,0,0.0,1,0.02124493,ok,
000776,640,480,256x256,256,192,65536,9322,0.14224243,14.2242,0,0.0,0,0.0,1,0.00791667,0,0.0,1,0.00338867,ok,
000777,3008,2000,256x256,256,170,65536,2318,0.03536987,3.537,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000778,640,480,256x256,256,192,65536,9608,0.14660645,14.6606,1,0.06121419,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000779,1504,1129,256x256,256,192,65536,30331,0.46281433,46.2814,1,0.06883268,1,0.00471433,0,0.0,0,0.0,1,0.0304791,ok,
000780,3072,2304,256x256,256,192,65536,24389,0.37214661,37.2147,1,0.06959477,0,0.0,0,0.0,0,0.0,1,0.04465923,ok,
000781,3024,2016,256x256,256,171,65536,4680,0.07141113,7.1411,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000782,824,719,256x256,256,223,65536,24479,0.3735199,37.352,1,0.22082146,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000783,4288,2848,256x256,256,170,65536,15840,0.24169922,24.1699,1,0.26432859,0,0.0,0,0.0,1,0.01307772,0,0.0,ok,
000784,6668,4459,256x256,256,171,65536,6218,0.09487915,9.4879,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01641464,ok,
000785,3872,2592,256x256,256,171,65536,7400,0.11291504,11.2915,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000786,3008,2000,256x256,256,170,65536,2374,0.03622437,3.6224,1,0.01767503,0,0.0,0,0.0,1,0.00131732,0,0.0,ok,
000787,3872,2592,256x256,256,171,65536,1564,0.02386475,2.3865,0,0.0,0,0.0,0,0.0,1,0.00123363,0,0.0,ok,
000788,4288,2848,256x256,256,170,65536,4482,0.06838989,6.839,1,0.01008621,0,0.0,0,0.0,1,0.00124425,0,0.0,ok,
000789,3008,2000,256x256,256,170,65536,7436,0.11346436,11.3464,1,0.01012517,0,0.0,0,0.0,1,0.01178657,0,0.0,ok,
000790,6682,4441,256x256,256,170,65536,31670,0.48324585,48.3246,1,0.37155021,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000791,640,480,256x256,256,192,65536,11098,0.16934204,16.9342,1,0.08393555,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000792,3072,2304,256x256,256,192,65536,23460,0.35797119,35.7971,1,0.08291061,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000793,1024,768,256x256,256,192,65536,19749,0.30134583,30.1346,1,0.09676361,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000794,1024,768,256x256,256,192,65536,14718,0.22457886,22.4579,1,0.05844752,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000795,6662,4441,256x256,256,171,65536,13824,0.2109375,21.0938,1,0.10979093,0,0.0,0,0.0,0,0.0,1,0.00879174,ok,
000796,962,674,256x256,256,179,65536,22527,0.34373474,34.3735,1,0.16181052,0,0.0,1,0.01128337,0,0.0,0,0.0,ok,
000797,3008,2000,256x256,256,170,65536,1836,0.02801514,2.8015,1,0.04542653,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000798,1024,768,256x256,256,192,65536,10152,0.15490723,15.4907,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02843221,ok,
000799,6641,4400,256x256,256,170,65536,4510,0.06881714,6.8817,1,0.01507235,0,0.0,0,0.0,1,0.00127079,0,0.0,ok,
000800,3072,2304,256x256,256,192,65536,11549,0.17622375,17.6224,1,0.06976714,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000801,4288,2848,256x256,256,170,65536,11858,0.18093872,18.0939,0,0.0,0,0.0,0,0.0,1,0.00222212,0,0.0,ok,
000802,1024,768,256x256,256,192,65536,16981,0.2591095,25.9109,1,0.03326797,0,0.0,0,0.0,0,0.0,1,0.02270381,ok,
000803,1024,768,256x256,256,192,65536,4313,0.06581116,6.5811,1,0.01248042,0,0.0,0,0.0,1,0.00223033,1,0.03193792,ok,
000804,3072,2304,256x256,256,192,65536,14490,0.22109985,22.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000805,640,480,256x256,256,192,65536,3929,0.05995178,5.9952,1,0.04814779,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000806,4288,2848,256x256,256,170,65536,4534,0.06918335,6.9183,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000807,3008,2000,256x256,256,170,65536,3567,0.0544281,5.4428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000808,767,576,256x256,256,192,65536,19427,0.2964325,29.6432,1,0.02064094,0,0.0,0,0.0,0,0.0,0,0.0,ok,
